date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
15-02-2017,Agra,1,Poor,288,PM2.5
16-02-2017,Agra,1,Poor,257,PM2.5
17-02-2017,Agra,1,Poor,248,PM2.5
18-02-2017,Agra,1,Poor,245,PM2.5
19-02-2017,Agra,1,Moderate,194,PM2.5
20-02-2017,Agra,1,Poor,246,PM2.5
21-02-2017,Agra,1,Moderate,137,PM2.5
22-02-2017,Agra,1,Moderate,191,PM2.5
23-02-2017,Agra,1,Moderate,161,PM2.5
24-02-2017,Agra,1,Moderate,126,PM2.5
25-02-2017,Agra,1,Satisfactory,96,PM2.5
26-02-2017,Agra,1,Moderate,158,PM2.5
27-02-2017,Agra,1,Moderate,168,PM2.5
28-02-2017,Agra,1,Poor,203,PM2.5
01-03-2017,Agra,1,Poor,288,PM2.5
02-03-2017,Agra,1,Poor,206,PM2.5
03-03-2017,Agra,1,Poor,244,PM2.5
04-03-2017,Agra,1,Moderate,179,PM2.5
05-03-2017,Agra,1,Moderate,148,PM2.5
06-03-2017,Agra,1,Moderate,163,PM2.5
07-03-2017,Agra,1,Moderate,175,PM2.5
08-03-2017,Agra,1,Moderate,185,PM2.5
09-03-2017,Agra,1,Moderate,200,PM2.5
10-03-2017,Agra,1,Satisfactory,75,PM2.5
11-03-2017,Agra,1,Satisfactory,84,PM2.5
12-03-2017,Agra,1,Moderate,149,PM2.5
15-03-2017,Agra,1,Poor,231,PM2.5
16-03-2017,Agra,1,Poor,259,PM2.5
17-03-2017,Agra,1,Poor,230,PM2.5
18-03-2017,Agra,1,Moderate,174,PM2.5
19-03-2017,Agra,1,Moderate,105,PM2.5
20-03-2017,Agra,1,Moderate,197,PM2.5
21-03-2017,Agra,1,Moderate,178,PM2.5
22-03-2017,Agra,1,Moderate,188,PM2.5
23-03-2017,Agra,1,Poor,203,PM2.5
24-03-2017,Agra,1,Poor,272,PM2.5
25-03-2017,Agra,1,Moderate,167,PM2.5
26-03-2017,Agra,1,Moderate,111,PM2.5
27-03-2017,Agra,1,Satisfactory,95,PM2.5
28-03-2017,Agra,1,Moderate,146,PM2.5
29-03-2017,Agra,1,Moderate,171,PM2.5
30-03-2017,Agra,1,Moderate,130,PM2.5
31-03-2017,Agra,1,Moderate,162,PM2.5
01-04-2017,Agra,1,Moderate,173,PM2.5
02-04-2017,Agra,1,Moderate,167,PM2.5
03-04-2017,Agra,1,Moderate,158,PM2.5
04-04-2017,Agra,1,Moderate,162,PM2.5
05-04-2017,Agra,1,Satisfactory,61,PM2.5
06-04-2017,Agra,1,Satisfactory,97,PM2.5
07-04-2017,Agra,1,Moderate,199,PM2.5
08-04-2017,Agra,1,Poor,249,PM2.5
09-04-2017,Agra,1,Moderate,194,PM2.5
10-04-2017,Agra,1,Satisfactory,76,PM2.5
11-04-2017,Agra,1,Moderate,123,PM2.5
12-04-2017,Agra,1,Moderate,116,PM2.5
13-04-2017,Agra,1,Poor,207,PM2.5
15-04-2017,Agra,1,Poor,209,PM2.5
16-04-2017,Agra,1,Poor,212,PM2.5
17-04-2017,Agra,1,Poor,212,PM2.5
18-04-2017,Agra,1,Poor,249,PM2.5
19-04-2017,Agra,1,Moderate,157,PM2.5
20-04-2017,Agra,1,Moderate,120,PM2.5
21-04-2017,Agra,1,Moderate,163,PM2.5
22-04-2017,Agra,1,Moderate,186,PM2.5
23-04-2017,Agra,1,Moderate,142,PM2.5
24-04-2017,Agra,1,Moderate,167,PM2.5
25-04-2017,Agra,1,Satisfactory,79,PM2.5
26-04-2017,Agra,1,Satisfactory,72,PM2.5
27-04-2017,Agra,1,Satisfactory,84,PM2.5
28-04-2017,Agra,1,Moderate,103,PM2.5
29-04-2017,Agra,1,Moderate,115,PM2.5
30-04-2017,Agra,1,Satisfactory,82,PM2.5
01-05-2017,Agra,1,Satisfactory,97,PM2.5
02-05-2017,Agra,1,Moderate,148,PM2.5
03-05-2017,Agra,1,Moderate,161,PM2.5
04-05-2017,Agra,1,Satisfactory,96,PM2.5
05-05-2017,Agra,1,Poor,213,PM2.5
06-05-2017,Agra,1,Poor,202,PM2.5
07-05-2017,Agra,1,Poor,249,PM2.5
09-05-2017,Agra,1,Moderate,126,PM2.5
10-05-2017,Agra,1,Moderate,103,PM2.5
11-05-2017,Agra,1,Moderate,111,PM2.5
12-05-2017,Agra,1,Poor,219,PM2.5
14-05-2017,Agra,1,Moderate,192,PM2.5
16-05-2017,Agra,1,Moderate,148,PM2.5
17-05-2017,Agra,1,Moderate,140,PM2.5
18-05-2017,Agra,1,Moderate,102,PM2.5
19-05-2017,Agra,1,Satisfactory,90,PM2.5
20-05-2017,Agra,1,Satisfactory,99,PM2.5
21-05-2017,Agra,1,Moderate,172,PM2.5
22-05-2017,Agra,1,Moderate,130,PM2.5
23-05-2017,Agra,1,Satisfactory,92,PM2.5
24-05-2017,Agra,1,Moderate,120,PM2.5
25-05-2017,Agra,1,Satisfactory,77,PM2.5
26-05-2017,Agra,1,Moderate,140,PM2.5
30-05-2017,Agra,1,Satisfactory,98,PM2.5
31-05-2017,Agra,1,Satisfactory,71,PM2.5
01-06-2017,Agra,1,Poor,209,PM2.5
02-06-2017,Agra,1,Severe,500,PM2.5
03-06-2017,Agra,1,Good,37,NO2
09-06-2017,Agra,1,Satisfactory,68,PM2.5
10-06-2017,Agra,1,Moderate,108,PM2.5
11-06-2017,Agra,1,Satisfactory,84,PM2.5
12-06-2017,Agra,1,Moderate,105,PM2.5
13-06-2017,Agra,1,Satisfactory,92,PM2.5
14-06-2017,Agra,1,Satisfactory,78,PM2.5
15-06-2017,Agra,1,Satisfactory,62,PM2.5
16-06-2017,Agra,1,Satisfactory,70,PM2.5
17-06-2017,Agra,1,Satisfactory,71,PM2.5
19-06-2017,Agra,1,Satisfactory,67,PM2.5
20-06-2017,Agra,1,Satisfactory,66,PM2.5
21-06-2017,Agra,1,Satisfactory,63,PM2.5
22-06-2017,Agra,1,Satisfactory,54,PM2.5
23-06-2017,Agra,1,Satisfactory,80,PM2.5
24-06-2017,Agra,1,Moderate,108,PM2.5
25-06-2017,Agra,1,Satisfactory,89,PM2.5
26-06-2017,Agra,1,Satisfactory,75,PM2.5
27-06-2017,Agra,1,Satisfactory,63,PM2.5
28-06-2017,Agra,1,Satisfactory,58,CO
29-06-2017,Agra,1,Good,45,PM2.5
30-06-2017,Agra,1,Good,49,CO
01-07-2017,Agra,1,Good,39,PM2.5
02-07-2017,Agra,1,Good,47,PM2.5
03-07-2017,Agra,1,Good,41,PM2.5
04-07-2017,Agra,1,Good,48,PM2.5
05-07-2017,Agra,1,Satisfactory,60,PM2.5
06-07-2017,Agra,1,Satisfactory,64,PM2.5
07-07-2017,Agra,1,Satisfactory,74,PM2.5
08-07-2017,Agra,1,Satisfactory,65,PM2.5
09-07-2017,Agra,1,Satisfactory,75,PM2.5
10-07-2017,Agra,1,Satisfactory,60,PM2.5
11-07-2017,Agra,1,Satisfactory,84,PM2.5
12-07-2017,Agra,1,Good,47,PM2.5
13-07-2017,Agra,1,Good,47,PM2.5
14-07-2017,Agra,1,Satisfactory,58,PM2.5
15-07-2017,Agra,1,Satisfactory,86,PM2.5
16-07-2017,Agra,1,Satisfactory,88,PM2.5
17-07-2017,Agra,1,Satisfactory,58,PM2.5
18-07-2017,Agra,1,Satisfactory,81,PM2.5
19-07-2017,Agra,1,Satisfactory,63,PM2.5
21-07-2017,Agra,1,Good,42,PM2.5
22-07-2017,Agra,1,Good,45,PM2.5
23-07-2017,Agra,1,Good,49,PM2.5
24-07-2017,Agra,1,Good,36,PM2.5
25-07-2017,Agra,1,Good,34,PM2.5
26-07-2017,Agra,1,Satisfactory,53,PM2.5
27-07-2017,Agra,1,Good,40,PM2.5
28-07-2017,Agra,1,Satisfactory,54,PM2.5
29-07-2017,Agra,1,Good,46,PM2.5
30-07-2017,Agra,1,Good,48,PM2.5
31-07-2017,Agra,1,Good,39,PM2.5
01-08-2017,Agra,1,Good,43,PM2.5
02-08-2017,Agra,1,Satisfactory,53,PM2.5
03-08-2017,Agra,1,Satisfactory,54,PM2.5
04-08-2017,Agra,1,Satisfactory,57,PM2.5
05-08-2017,Agra,1,Satisfactory,78,PM2.5
06-08-2017,Agra,1,Satisfactory,100,PM2.5
07-08-2017,Agra,1,Satisfactory,97,PM2.5
08-08-2017,Agra,1,Good,41,PM2.5
09-08-2017,Agra,1,Satisfactory,53,PM2.5
10-08-2017,Agra,1,Satisfactory,58,PM2.5
11-08-2017,Agra,1,Good,47,PM2.5
12-08-2017,Agra,1,Good,40,PM2.5
13-08-2017,Agra,1,Good,34,PM2.5
14-08-2017,Agra,1,Good,43,PM2.5
15-08-2017,Agra,1,Satisfactory,52,PM2.5
16-08-2017,Agra,1,Satisfactory,52,PM2.5
17-08-2017,Agra,1,Satisfactory,56,PM2.5
18-08-2017,Agra,1,Satisfactory,64,PM2.5
19-08-2017,Agra,1,Satisfactory,80,PM2.5
20-08-2017,Agra,1,Satisfactory,54,PM2.5
21-08-2017,Agra,1,Satisfactory,57,PM2.5
22-08-2017,Agra,1,Satisfactory,67,PM2.5
23-08-2017,Agra,1,Satisfactory,63,PM2.5
24-08-2017,Agra,1,Satisfactory,64,PM2.5
25-08-2017,Agra,1,Satisfactory,77,PM2.5
26-08-2017,Agra,1,Satisfactory,60,PM2.5
27-08-2017,Agra,1,Good,40,PM2.5
28-08-2017,Agra,1,Satisfactory,51,PM2.5
29-08-2017,Agra,1,Good,48,PM2.5
07-09-2017,Agra,1,Good,48,PM2.5
08-09-2017,Agra,1,Satisfactory,61,PM2.5
09-09-2017,Agra,1,Moderate,167,PM2.5
10-09-2017,Agra,1,Moderate,135,PM2.5
11-09-2017,Agra,1,Satisfactory,90,PM2.5
12-09-2017,Agra,1,Satisfactory,85,PM2.5
13-09-2017,Agra,1,Satisfactory,88,PM2.5
14-09-2017,Agra,1,Satisfactory,77,PM2.5
15-09-2017,Agra,1,Moderate,102,PM2.5
16-09-2017,Agra,1,Poor,223,PM2.5
17-09-2017,Agra,1,Moderate,171,PM2.5
20-09-2017,Agra,1,Satisfactory,83,PM2.5
22-09-2017,Agra,1,Good,46,PM2.5
26-09-2017,Agra,1,Moderate,114,PM2.5
27-09-2017,Agra,1,Moderate,169,PM2.5
04-10-2017,Agra,1,Poor,229,PM2.5
05-10-2017,Agra,1,Poor,273,PM2.5
06-10-2017,Agra,1,Poor,260,PM2.5
07-10-2017,Agra,1,Poor,220,PM2.5
08-10-2017,Agra,1,Poor,242,PM2.5
09-10-2017,Agra,1,Poor,241,PM2.5
10-10-2017,Agra,1,Poor,228,PM2.5
11-10-2017,Agra,1,Poor,227,PM2.5
12-10-2017,Agra,1,Poor,215,PM2.5
13-10-2017,Agra,1,Poor,248,PM2.5
15-10-2017,Agra,1,Satisfactory,53,NO2
16-10-2017,Agra,1,Poor,267,PM2.5
17-10-2017,Agra,1,Poor,293,PM2.5
18-10-2017,Agra,1,Very Poor,310,PM2.5
19-10-2017,Agra,1,Very Poor,332,PM2.5
20-10-2017,Agra,1,Poor,257,PM2.5
21-10-2017,Agra,1,Very Poor,311,PM2.5
22-10-2017,Agra,1,Very Poor,345,PM2.5
23-10-2017,Agra,1,Poor,251,PM2.5
24-10-2017,Agra,1,Poor,280,PM2.5
25-10-2017,Agra,1,Very Poor,314,PM2.5
26-10-2017,Agra,1,Very Poor,362,PM2.5
27-10-2017,Agra,1,Very Poor,352,PM2.5
28-10-2017,Agra,1,Very Poor,316,PM2.5
29-10-2017,Agra,1,Very Poor,304,PM2.5
30-10-2017,Agra,1,Very Poor,326,PM2.5
31-10-2017,Agra,1,Very Poor,346,PM2.5
01-11-2017,Agra,1,Very Poor,312,PM2.5
02-11-2017,Agra,1,Poor,294,PM2.5
03-11-2017,Agra,1,Very Poor,323,PM2.5
04-11-2017,Agra,1,Very Poor,357,PM2.5
05-11-2017,Agra,1,Very Poor,355,PM2.5
06-11-2017,Agra,1,Very Poor,337,PM2.5
07-11-2017,Agra,1,Very Poor,355,PM2.5
08-11-2017,Agra,1,Very Poor,394,PM2.5
09-11-2017,Agra,1,Severe,449,PM2.5
10-11-2017,Agra,1,Severe,404,PM2.5
11-11-2017,Agra,1,Severe,450,PM2.5
12-11-2017,Agra,1,Severe,410,PM2.5
13-11-2017,Agra,1,Very Poor,385,PM2.5
14-11-2017,Agra,1,Very Poor,377,PM2.5
15-11-2017,Agra,1,Very Poor,354,PM2.5
16-11-2017,Agra,1,Very Poor,343,PM2.5
17-11-2017,Agra,1,Very Poor,344,PM2.5
18-11-2017,Agra,1,Very Poor,361,PM2.5
19-11-2017,Agra,1,Very Poor,332,PM2.5
20-11-2017,Agra,1,Very Poor,331,PM2.5
21-11-2017,Agra,1,Poor,296,PM2.5
22-11-2017,Agra,1,Very Poor,316,PM2.5
23-11-2017,Agra,1,Poor,250,PM2.5
24-11-2017,Agra,1,Poor,292,PM2.5
25-11-2017,Agra,1,Very Poor,344,PM2.5
27-11-2017,Agra,1,Very Poor,335,PM2.5
28-11-2017,Agra,1,Very Poor,317,PM2.5
29-11-2017,Agra,1,Poor,262,PM2.5
30-11-2017,Agra,1,Very Poor,319,PM2.5
01-12-2017,Agra,1,Very Poor,321,PM2.5
02-12-2017,Agra,1,Very Poor,326,PM2.5
03-12-2017,Agra,1,Very Poor,377,PM2.5
04-12-2017,Agra,1,Severe,408,PM2.5
05-12-2017,Agra,1,Severe,424,PM2.5
06-12-2017,Agra,1,Very Poor,347,PM2.5
07-12-2017,Agra,1,Poor,218,PM2.5
08-12-2017,Agra,1,Poor,240,PM2.5
09-12-2017,Agra,1,Poor,288,PM2.5
10-12-2017,Agra,1,Very Poor,337,PM2.5
11-12-2017,Agra,1,Very Poor,373,PM2.5
12-12-2017,Agra,1,Very Poor,351,PM2.5
13-12-2017,Agra,1,Very Poor,354,PM2.5
14-12-2017,Agra,1,Very Poor,359,PM2.5
15-12-2017,Agra,1,Very Poor,354,PM2.5
16-12-2017,Agra,1,Very Poor,315,PM2.5
17-12-2017,Agra,1,Moderate,198,PM2.5
18-12-2017,Agra,1,Poor,214,PM2.5
19-12-2017,Agra,1,Poor,293,PM2.5
20-12-2017,Agra,1,Very Poor,374,PM2.5
21-12-2017,Agra,1,Severe,486,PM2.5
22-12-2017,Agra,1,Severe,402,PM2.5
23-12-2017,Agra,1,Moderate,190,PM2.5
24-12-2017,Agra,1,Very Poor,307,PM2.5
27-12-2017,Agra,1,Very Poor,391,PM2.5
28-12-2017,Agra,1,Very Poor,397,PM2.5
29-12-2017,Agra,1,Severe,412,PM2.5
30-12-2017,Agra,1,Severe,429,PM2.5
31-12-2017,Agra,1,Very Poor,388,PM2.5
01-01-2018,Agra,1,Severe,448,PM2.5
02-01-2018,Agra,1,Very Poor,391,PM2.5
03-01-2018,Agra,1,Very Poor,400,PM2.5
04-01-2018,Agra,1,Severe,434,PM2.5
05-01-2018,Agra,1,Very Poor,384,PM2.5
06-01-2018,Agra,1,Very Poor,383,PM2.5
07-01-2018,Agra,1,Very Poor,394,PM2.5
08-01-2018,Agra,1,Very Poor,315,PM2.5
09-01-2018,Agra,1,Very Poor,359,PM2.5
10-01-2018,Agra,1,Very Poor,353,PM2.5
11-01-2018,Agra,1,Poor,297,PM2.5
12-01-2018,Agra,1,Poor,271,PM2.5
13-01-2018,Agra,1,Very Poor,374,PM2.5
14-01-2018,Agra,1,Very Poor,337,PM2.5
15-01-2018,Agra,1,Very Poor,369,PM2.5
16-01-2018,Agra,1,Poor,293,PM2.5
17-01-2018,Agra,1,Very Poor,356,PM2.5
18-01-2018,Agra,1,Very Poor,386,PM2.5
19-01-2018,Agra,1,Very Poor,383,PM2.5
20-01-2018,Agra,1,Very Poor,352,PM2.5
21-01-2018,Agra,1,Very Poor,339,PM2.5
22-01-2018,Agra,1,Very Poor,351,PM2.5
23-01-2018,Agra,1,Very Poor,333,PM2.5
24-01-2018,Agra,1,Very Poor,327,PM2.5
25-01-2018,Agra,1,Very Poor,336,PM2.5
26-01-2018,Agra,1,Very Poor,379,PM2.5
27-01-2018,Agra,1,Very Poor,353,PM2.5
28-01-2018,Agra,1,Very Poor,392,PM2.5
29-01-2018,Agra,1,Severe,410,PM2.5
30-01-2018,Agra,1,Poor,266,PM2.5
31-01-2018,Agra,1,Moderate,194,PM2.5
01-02-2018,Agra,1,Moderate,189,PM2.5
02-02-2018,Agra,1,Very Poor,304,PM2.5
03-02-2018,Agra,1,Very Poor,308,PM2.5
04-02-2018,Agra,1,Poor,232,PM2.5
05-02-2018,Agra,1,Poor,253,PM2.5
06-02-2018,Agra,1,Very Poor,308,PM2.5
07-02-2018,Agra,1,Poor,243,PM2.5
08-02-2018,Agra,1,Poor,278,PM2.5
09-02-2018,Agra,1,Poor,281,PM2.5
10-02-2018,Agra,1,Very Poor,325,PM2.5
11-02-2018,Agra,1,Poor,283,PM2.5
12-02-2018,Agra,1,Moderate,162,PM2.5
13-02-2018,Agra,1,Moderate,165,PM2.5
14-02-2018,Agra,1,Poor,205,PM2.5
15-02-2018,Agra,1,Satisfactory,99,PM2.5
16-02-2018,Agra,1,Moderate,174,PM2.5
17-02-2018,Agra,1,Moderate,199,PM2.5
18-02-2018,Agra,1,Poor,250,PM2.5
19-02-2018,Agra,1,Poor,251,PM2.5
20-02-2018,Agra,1,Poor,287,PM2.5
21-02-2018,Agra,1,Poor,275,PM2.5
22-02-2018,Agra,1,Poor,285,PM2.5
23-02-2018,Agra,1,Poor,276,PM2.5
24-02-2018,Agra,1,Poor,229,PM2.5
25-02-2018,Agra,1,Poor,291,PM2.5
26-02-2018,Agra,1,Moderate,155,PM2.5
27-02-2018,Agra,1,Moderate,103,PM2.5
28-02-2018,Agra,1,Moderate,196,PM2.5
01-03-2018,Agra,1,Poor,270,PM2.5
02-03-2018,Agra,1,Poor,290,PM2.5
03-03-2018,Agra,1,Moderate,158,PM2.5
04-03-2018,Agra,1,Moderate,192,PM2.5
05-03-2018,Agra,1,Satisfactory,97,PM2.5
06-03-2018,Agra,1,Moderate,128,PM2.5
07-03-2018,Agra,1,Moderate,118,PM2.5
08-03-2018,Agra,1,Poor,209,PM2.5
09-03-2018,Agra,1,Moderate,196,PM2.5
10-03-2018,Agra,1,Poor,211,PM2.5
11-03-2018,Agra,1,Moderate,194,PM2.5
12-03-2018,Agra,1,Moderate,177,PM2.5
13-03-2018,Agra,1,Moderate,192,PM2.5
14-03-2018,Agra,1,Moderate,197,PM2.5
15-03-2018,Agra,1,Poor,219,PM2.5
16-03-2018,Agra,1,Moderate,180,PM2.5
17-03-2018,Agra,1,Poor,211,PM2.5
18-03-2018,Agra,1,Moderate,135,PM2.5
19-03-2018,Agra,1,Moderate,197,PM2.5
20-03-2018,Agra,1,Poor,224,PM2.5
21-03-2018,Agra,1,Moderate,195,PM2.5
22-03-2018,Agra,1,Poor,210,PM2.5
23-03-2018,Agra,1,Moderate,153,PM2.5
24-03-2018,Agra,1,Moderate,180,PM2.5
25-03-2018,Agra,1,Moderate,170,PM2.5
26-03-2018,Agra,1,Moderate,134,PM2.5
27-03-2018,Agra,1,Moderate,165,PM2.5
28-03-2018,Agra,1,Moderate,181,PM2.5
29-03-2018,Agra,1,Moderate,172,PM2.5
30-03-2018,Agra,1,Poor,217,PM2.5
31-03-2018,Agra,1,Moderate,107,PM2.5
01-04-2018,Agra,1,Moderate,107,PM2.5
02-04-2018,Agra,1,Moderate,140,PM2.5
04-04-2018,Agra,1,Moderate,194,PM2.5
05-04-2018,Agra,1,Moderate,169,PM2.5
08-04-2018,Agra,1,Satisfactory,95,PM2.5
09-04-2018,Agra,1,Moderate,120,PM2.5
10-04-2018,Agra,1,Moderate,100,PM2.5
11-04-2018,Agra,1,Moderate,110,PM2.5
14-04-2018,Agra,1,Moderate,197,PM2.5
15-04-2018,Agra,1,Moderate,192,PM2.5
16-04-2018,Agra,1,Poor,206,PM2.5
17-04-2018,Agra,1,Satisfactory,82,PM2.5
18-04-2018,Agra,1,Moderate,172,PM2.5
19-04-2018,Agra,1,Moderate,136,PM2.5
20-04-2018,Agra,1,Moderate,169,PM2.5
21-04-2018,Agra,1,Poor,245,PM2.5
22-04-2018,Agra,1,Moderate,140,PM2.5
23-04-2018,Agra,1,Satisfactory,91,PM2.5
24-04-2018,Agra,1,Moderate,143,PM2.5
25-04-2018,Agra,1,Moderate,128,PM2.5
26-04-2018,Agra,1,Moderate,152,PM2.5
27-04-2018,Agra,1,Moderate,159,PM2.5
28-04-2018,Agra,1,Moderate,154,PM2.5
29-04-2018,Agra,1,Moderate,156,PM2.5
30-04-2018,Agra,1,Satisfactory,89,PM2.5
01-05-2018,Agra,1,Satisfactory,87,PM2.5
02-05-2018,Agra,1,Satisfactory,96,PM2.5
03-05-2018,Agra,1,Satisfactory,89,PM2.5
04-05-2018,Agra,1,Satisfactory,84,PM2.5
05-05-2018,Agra,1,Moderate,160,PM2.5
06-05-2018,Agra,1,Moderate,170,PM2.5
07-05-2018,Agra,1,Moderate,137,PM2.5
08-05-2018,Agra,1,Moderate,158,PM2.5
09-05-2018,Agra,1,Moderate,112,PM2.5
10-05-2018,Agra,1,Moderate,111,PM2.5
11-05-2018,Agra,1,Poor,216,PM2.5
12-05-2018,Agra,1,Poor,218,PM2.5
14-05-2018,Agra,1,Satisfactory,99,PM2.5
15-05-2018,Agra,1,Moderate,102,PM2.5
16-05-2018,Agra,1,Poor,220,PM2.5
17-05-2018,Agra,1,Poor,289,PM2.5
18-05-2018,Agra,1,Poor,222,PM2.5
19-05-2018,Agra,1,Poor,229,PM2.5
20-05-2018,Agra,1,Poor,202,PM2.5
21-05-2018,Agra,1,Moderate,151,PM2.5
22-05-2018,Agra,1,Moderate,165,PM2.5
23-05-2018,Agra,1,Moderate,196,PM2.5
24-05-2018,Agra,1,Poor,202,PM2.5
25-05-2018,Agra,1,Moderate,111,PM2.5
26-05-2018,Agra,1,Moderate,191,PM2.5
27-05-2018,Agra,1,Moderate,152,PM2.5
28-05-2018,Agra,1,Moderate,193,PM2.5
29-05-2018,Agra,1,Moderate,173,PM2.5
30-05-2018,Agra,1,Moderate,184,PM2.5
31-05-2018,Agra,1,Moderate,131,PM2.5
01-06-2018,Agra,1,Moderate,159,PM2.5
02-06-2018,Agra,1,Moderate,139,PM2.5
03-06-2018,Agra,1,Moderate,121,PM2.5
04-06-2018,Agra,1,Moderate,136,PM2.5
05-06-2018,Agra,1,Moderate,119,PM2.5
06-06-2018,Agra,1,Moderate,119,PM2.5
07-06-2018,Agra,1,Moderate,101,PM2.5
08-06-2018,Agra,1,Moderate,162,PM2.5
09-06-2018,Agra,1,Moderate,125,PM2.5
10-06-2018,Agra,1,Moderate,102,PM2.5
11-06-2018,Agra,1,Satisfactory,98,PM2.5
12-06-2018,Agra,1,Moderate,123,PM2.5
13-06-2018,Agra,1,Moderate,108,PM2.5
14-06-2018,Agra,1,Satisfactory,93,PM2.5
15-06-2018,Agra,1,Moderate,105,PM2.5
16-06-2018,Agra,1,Satisfactory,77,PM2.5
17-06-2018,Agra,1,Satisfactory,74,PM2.5
18-06-2018,Agra,1,Moderate,125,PM2.5
19-06-2018,Agra,1,Satisfactory,78,PM2.5
20-06-2018,Agra,1,Satisfactory,67,PM2.5
21-06-2018,Agra,1,Moderate,160,PM2.5
22-06-2018,Agra,1,Moderate,128,PM2.5
23-06-2018,Agra,1,Moderate,105,PM2.5
24-06-2018,Agra,1,Moderate,149,PM2.5
25-06-2018,Agra,1,Satisfactory,85,PM2.5
26-06-2018,Agra,1,Satisfactory,67,PM2.5
27-06-2018,Agra,1,Satisfactory,72,PM2.5
28-06-2018,Agra,1,Good,45,PM2.5
02-07-2018,Agra,1,Satisfactory,75,PM2.5
03-07-2018,Agra,1,Satisfactory,65,PM2.5
04-07-2018,Agra,1,Satisfactory,50,PM2.5
05-07-2018,Agra,1,Satisfactory,62,PM2.5
06-07-2018,Agra,1,Satisfactory,53,PM2.5
07-07-2018,Agra,1,Moderate,124,PM2.5
08-07-2018,Agra,1,Poor,208,PM2.5
10-07-2018,Agra,1,Satisfactory,72,PM2.5
11-07-2018,Agra,1,Satisfactory,70,PM2.5
12-07-2018,Agra,1,Satisfactory,67,PM2.5
13-07-2018,Agra,1,Satisfactory,57,PM2.5
14-07-2018,Agra,1,Satisfactory,54,NO2
15-07-2018,Agra,1,Satisfactory,52,NO2
16-07-2018,Agra,1,Satisfactory,59,PM2.5
17-07-2018,Agra,1,Good,47,NO2
18-07-2018,Agra,1,Good,48,PM2.5
19-07-2018,Agra,1,Satisfactory,52,NO2
20-07-2018,Agra,1,Satisfactory,52,NO2
21-07-2018,Agra,1,Satisfactory,59,NO2
22-07-2018,Agra,1,Satisfactory,51,NO2
23-07-2018,Agra,1,Satisfactory,51,NO2
24-07-2018,Agra,1,Good,48,NO2
25-07-2018,Agra,1,Satisfactory,51,NO2
26-07-2018,Agra,1,Good,47,CO
29-07-2018,Agra,1,Satisfactory,75,PM2.5
30-07-2018,Agra,1,Satisfactory,69,PM2.5
31-07-2018,Agra,1,Satisfactory,58,PM2.5
01-08-2018,Agra,1,Satisfactory,85,PM2.5
04-08-2018,Agra,1,Satisfactory,94,PM2.5
05-08-2018,Agra,1,Satisfactory,81,PM2.5
06-08-2018,Agra,1,Satisfactory,83,PM2.5
07-08-2018,Agra,1,Satisfactory,64,PM2.5
08-08-2018,Agra,1,Satisfactory,51,PM2.5
09-08-2018,Agra,1,Satisfactory,55,PM2.5
10-08-2018,Agra,1,Satisfactory,71,PM2.5
11-08-2018,Agra,1,Satisfactory,53,PM2.5
12-08-2018,Agra,1,Good,45,NO2
13-08-2018,Agra,1,Good,48,PM2.5
14-08-2018,Agra,1,Satisfactory,50,PM2.5
15-08-2018,Agra,1,Satisfactory,54,PM2.5
16-08-2018,Agra,1,Satisfactory,69,NO2
17-08-2018,Agra,1,Satisfactory,52,NO2
18-08-2018,Agra,1,Satisfactory,50,PM2.5
19-08-2018,Agra,1,Satisfactory,67,PM2.5
20-08-2018,Agra,1,Satisfactory,52,PM2.5
21-08-2018,Agra,1,Good,45,NO2
22-08-2018,Agra,1,Good,48,PM2.5
23-08-2018,Agra,1,Good,46,NO2
24-08-2018,Agra,1,Good,44,NO2
25-08-2018,Agra,1,Good,43,NO2
26-08-2018,Agra,1,Good,45,NO2
27-08-2018,Agra,1,Good,48,NO2
28-08-2018,Agra,1,Good,44,NO2
29-08-2018,Agra,1,Good,42,NO2
30-08-2018,Agra,1,Good,41,NO2
31-08-2018,Agra,1,Good,47,PM2.5
01-09-2018,Agra,1,Good,48,PM2.5
02-09-2018,Agra,1,Good,41,PM2.5
03-09-2018,Agra,1,Satisfactory,54,PM2.5
04-09-2018,Agra,1,Satisfactory,61,PM2.5
05-09-2018,Agra,1,Good,48,PM2.5
06-09-2018,Agra,1,Satisfactory,51,PM2.5
07-09-2018,Agra,1,Satisfactory,56,NO2
08-09-2018,Agra,1,Good,49,PM2.5
09-09-2018,Agra,1,Good,27,PM2.5
10-09-2018,Agra,1,Good,44,PM2.5
11-09-2018,Agra,1,Satisfactory,51,PM2.5
12-09-2018,Agra,1,Good,39,PM2.5
13-09-2018,Agra,1,Good,37,PM2.5
14-09-2018,Agra,1,Good,47,PM2.5
15-09-2018,Agra,1,Good,47,PM2.5
16-09-2018,Agra,1,Satisfactory,50,PM2.5
17-09-2018,Agra,1,Satisfactory,62,PM2.5
18-09-2018,Agra,1,Satisfactory,95,PM2.5
19-09-2018,Agra,1,Moderate,109,PM2.5
20-09-2018,Agra,1,Satisfactory,89,PM2.5
21-09-2018,Agra,1,Satisfactory,94,PM2.5
22-09-2018,Agra,1,Good,30,PM2.5
23-09-2018,Agra,1,Satisfactory,60,PM2.5
24-09-2018,Agra,1,Good,29,NO2
