date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
23-12-2021,Agartala,1,Poor,252,PM2.5
24-12-2021,Agartala,1,Poor,248,PM2.5
25-12-2021,Agartala,1,Poor,239,PM2.5
26-12-2021,Agartala,1,Moderate,121,PM2.5
27-12-2021,Agartala,1,Moderate,160,PM2.5
28-12-2021,Agartala,1,Moderate,169,PM2.5
29-12-2021,Agartala,1,Moderate,172,PM2.5
30-12-2021,Agartala,1,Moderate,162,PM2.5
31-12-2021,Agartala,1,Poor,216,PM2.5
01-01-2022,Agartala,1,Poor,228,PM2.5
02-01-2022,Agartala,1,Poor,284,PM2.5
03-01-2022,Agartala,1,Poor,287,PM2.5
04-01-2022,Agartala,1,Poor,290,PM2.5
05-01-2022,Agartala,1,Poor,290,PM2.5
06-01-2022,Agartala,1,Poor,289,PM2.5
07-01-2022,Agartala,1,Poor,252,PM2.5
08-01-2022,Agartala,1,Poor,211,PM2.5
09-01-2022,Agartala,1,Poor,251,PM2.5
10-01-2022,Agartala,1,Poor,268,PM2.5
11-01-2022,Agartala,1,Poor,268,PM2.5
12-01-2022,Agartala,1,Poor,214,PM2.5
13-01-2022,Agartala,1,Poor,261,PM2.5
14-01-2022,Agartala,1,Poor,225,PM2.5
15-01-2022,Agartala,1,Moderate,139,PM2.5
16-01-2022,Agartala,1,Poor,230,PM2.5
17-01-2022,Agartala,1,Poor,248,PM2.5
20-01-2022,Agartala,1,Very Poor,325,PM2.5
21-01-2022,Agartala,1,Very Poor,305,PM2.5
22-01-2022,Agartala,1,Very Poor,317,PM2.5
23-01-2022,Agartala,1,Very Poor,310,PM2.5
24-01-2022,Agartala,1,Moderate,167,PM2.5
25-01-2022,Agartala,1,Moderate,105,PM2.5
26-01-2022,Agartala,1,Poor,234,PM2.5
27-01-2022,Agartala,1,Moderate,173,PM2.5
28-01-2022,Agartala,1,Moderate,175,PM2.5
29-01-2022,Agartala,1,Poor,255,PM2.5
30-01-2022,Agartala,1,Poor,299,PM2.5
